Player_Game_ID,Team,Game,Player_ID,#,Name,Pos,Time on ice,ZEX,CEX All,CEX Not Press,CEX Press,DEX,FEX,ZEN,CEN,DEN,FEN,DR,TOT,CEX,EXD,END,CORSI-,CORSI+
9.CAN22,CAN,9,CAN22,22,Jocelyn Amos,F,15.57,3.853564547,0,0,0,0,3.853564547,23.12138728,15.41425819,7.707129094,0,3.853564547,34.68208092,0,3.853564547,0,38.53564547,92.48554913
8.SWE5,SWE,8,SWE5,5,Alice Wallin,D,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375
3.SWE16,SWE,3,SWE16,16,Linnea Adelbertsson,F,8.265306122,0,0,0,0,0,0,14.51851852,0,14.51851852,0,0,21.77777778,0,7.259259259,7.259259259,123.4074074,7.259259259
1.FIN9,FIN,1,FIN9,9,Raili Mustonen,D,1.131578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0465116,0
5.FIN19,FIN,5,FIN19,19,Heidi Kokora,F,1.14,0,0,0,0,0,0,0,0,0,0,52.63157895,0,0,0,0,105.2631579,0
1.FIN16,FIN,1,FIN16,16,Jenniina Kuoppala,F,6.223684211,0,0,0,0,0,0,38.56236786,9.640591966,9.640591966,19.28118393,0,48.20295983,0,9.640591966,0,86.7653277,19.28118393
12.CAN28,CAN,12,CAN28,28,Piper Grober,D,4.487804878,0,0,0,0,0,0,0,0,0,0,0,26.73913043,0,26.73913043,13.36956522,80.2173913,26.73913043
11.FIN19,FIN,11,FIN19,19,Heidi Kokora,F,5.189189189,0,0,0,0,0,0,0,0,0,0,11.5625,11.5625,0,0,0,69.375,23.125
3.CAN16,CAN,3,CAN16,16,Alex Law,F,12.85714286,0,0,0,0,0,0,9.333333333,4.666666667,4.666666667,0,0,18.66666667,0,9.333333333,0,65.33333333,65.33333333
12.CAN17,CAN,12,CAN17,17,Avahla Adam,F,11.2195122,0,0,0,0,0,0,21.39130435,16.04347826,0,5.347826087,5.347826087,37.43478261,0,10.69565217,0,64.17391304,42.7826087
5.FIN9,FIN,5,FIN9,9,Raili Mustonen,D,0.96,0,0,0,0,0,0,125,0,62.5,62.5,0,125,0,0,0,62.5,0
9.FIN9,FIN,9,FIN9,9,Raili Mustonen,D,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0
10.SWE5,SWE,10,SWE5,5,Alice Wallin,D,1.11,0,0,0,0,0,0,54.05405405,54.05405405,0,0,0,54.05405405,0,0,0,54.05405405,216.2162162
6.USA23,USA,6,USA23,23,Madison Kaiser,F,10,0,0,0,0,0,0,30,18,6,6,6,36,0,0,0,48,54
